feature,importance
hr,162.69232362596233
workingday,43.834292226137634
temp,18.396080205380997
hum,14.662649929260677
atemp,10.001250250639623
weekday,7.411061222897018
weathersit,3.5409018610561107
holiday,0.8047045881788705
season,0.7571976943490739
mnth,0.37602824899979626
windspeed,0.34287991579124083
yr,0.0
